STATE,WEEK,SU_ID,perception,ECON1,ECON2,ECON1_worked,ECON2_hours
NY,2,0021588354,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028340268,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0029561729,0.027,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027600202,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0029618252,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040004732,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0027989598,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
NY,2,0040005204,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007788,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022042113,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0020800441,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028196727,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025993977,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0025914229,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027799784,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0026258774,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020304751,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0025395866,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040006724,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040008053,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",56,1.0,56.0
TX,2,0040002424,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007823,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022791077,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029073532,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024163911,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0023643230,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,2,0023114294,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029103980,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020727814,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0024319181,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022183006,0.217,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022722493,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025887939,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
NY,2,0020015579,0.123,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020457754,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040005001,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040003302,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0027728589,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0028887860,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020847282,0.123,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022362097,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,2,0023622579,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025289450,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040000579,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",47,1.0,47.0
NY,2,0023654990,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0021485107,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0025610679,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0022511813,0.123,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0022665680,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028062909,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020039536,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028214564,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026618363,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0026895476,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0022361950,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",75,1.0,75.0
NY,2,0027348677,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020057990,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025291035,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0023668516,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040008057,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0022358523,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040007204,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
NY,2,0027908250,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0023090557,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040007835,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0020529303,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",46,1.0,46.0
TX,2,0040005836,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0025160302,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0029140739,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,2,0040003879,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0025196096,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0020989116,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0023866255,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0029839722,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0028311555,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0028867808,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040007007,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0023126425,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040002396,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040002019,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,2,0025656993,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021308645,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007968,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021261803,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040002209,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0020227833,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0040007029,0.217,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040005599,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0024689402,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,2,0028393544,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0022152648,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,2,0040008254,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,2,0040007601,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040007559,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040002347,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,2,0021642020,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,2,0040007203,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023807311,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023587203,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0040010414,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022231996,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040010016,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040000946,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0025295105,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",44,1.0,44.0
NY,3,0026138380,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025203826,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008473,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040004498,0.023,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028495165,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021439747,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026684368,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022259146,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0028504727,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0029724766,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0021885378,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040006459,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0028049407,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025477090,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0026953564,0.002,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040005022,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025216753,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0025767777,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",48,1.0,48.0
TX,3,0040007812,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",39,1.0,39.0
TX,3,0020563952,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020554295,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040000199,0.312,"(1) Yes, I worked for someone else for wages, salary, piece",20,1.0,20.0
TX,3,0023750870,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0027026453,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022943519,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023181902,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0021442655,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
NY,3,0029150874,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023039655,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,3,0020028150,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040007972,0.025,1,,,
NY,3,0023045239,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,3,0024819604,0.015,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024843861,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040001654,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021680347,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020146062,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0028272239,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024243319,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040009587,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",36,1.0,36.0
TX,3,0029494227,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040005430,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,3,0021822728,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
NY,3,0029545518,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",24,1.0,24.0
NY,3,0022459243,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020106652,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0029104819,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0020390261,0.015,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026050759,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0029975522,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
TX,3,0026419382,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
NY,3,0024964216,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008289,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0027057914,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008074,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040009357,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0023900693,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025512151,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,3,0024005726,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040010376,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040007636,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040005747,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040004073,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026799498,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024565960,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",39,1.0,39.0
TX,3,0023813566,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",20,1.0,20.0
TX,3,0025779772,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0022440113,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022264598,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040000944,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",39,1.0,39.0
TX,3,0040002835,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008667,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0029871151,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020676062,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029480521,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021153390,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029710577,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040003324,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026177898,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029001619,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029291897,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007191,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040005421,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0026354355,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024614664,0.015,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023165844,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0023995305,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
NY,3,0022528871,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029004607,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040001912,0.123,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026705260,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026898982,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027425810,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",25,1.0,25.0
NY,3,0040008659,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",36,1.0,36.0
TX,3,0025231314,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",20,1.0,20.0
TX,3,0040008529,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,3,0040010366,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0026221257,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022845009,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0022916091,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007782,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029224142,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0025303600,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025224118,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",39,1.0,39.0
NY,3,0040008466,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0023978705,0.032,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0027811875,0.123,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021804712,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024687547,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026207911,0.035,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,3,0027748882,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024839265,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0028893598,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026694754,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040000821,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",15,1.0,15.0
TX,3,0021473852,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023518652,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
